run_name,dataset_rows,features,epochs,batch_size,steps,compile_seconds,data_loading_seconds,device_transfer_seconds,training_seconds,mean_step_ms,p95_step_ms,steps_per_second,measured_end_to_end_seconds,validation_accuracy,test_accuracy,test_roc_auc,devices
tpu-ways-58-telemetry-final2-20260813-211541,5000,16,200,256,2600,0.17535579199999773,0.0367131380000032,0.004364420999998231,7.043750126999996,2.6982306380770313,2.748249050008411,369.1215550128219,12.320940206000003,0.8706666666666667,0.8586666666666667,0.6933815774053674,"TPU_0(process=0,(0,0,0,0)); TPU_1(process=0,(1,0,0,0)); TPU_2(process=0,(0,1,0,0)); TPU_3(process=0,(1,1,0,0)); TPU_4(process=0,(0,2,0,0)); TPU_5(process=0,(1,2,0,0)); TPU_6(process=0,(0,3,0,0)); TPU_7(process=0,(1,3,0,0))"
