run_name,dataset_rows,features,epochs,batch_size,steps,compile_seconds,data_loading_seconds,device_transfer_seconds,training_seconds,mean_step_ms,p95_step_ms,steps_per_second,measured_end_to_end_seconds,validation_accuracy,test_accuracy,test_roc_auc,devices
tpu-verify-20260813-075510,5000,16,200,256,2600,0.17689690100000632,0.038143550000000914,0.004727961000000391,6.571845429000007,2.517253784999991,2.5400755000021036,395.62707736959425,12.716376490000002,0.8706666666666667,0.8586666666666667,0.6933815774053674,"TPU_0(process=0,(0,0,0,0)); TPU_1(process=0,(1,0,0,0)); TPU_2(process=0,(0,1,0,0)); TPU_3(process=0,(1,1,0,0)); TPU_4(process=0,(0,2,0,0)); TPU_5(process=0,(1,2,0,0)); TPU_6(process=0,(0,3,0,0)); TPU_7(process=0,(1,3,0,0))"
